farmer_username,product_name,price,description,is_organic,grade_score
farmerdhriti79,Mangoes,267.58,"Organic Mangoes, Grade B, from Punjab, premium quality",1,2
farmermatthew49,Okra,44.73,"Conventional Okra, Grade B, from Maharashtra, freshly harvested",0,2
farmerkashishkonda,Wheat,43.31,"Conventional Wheat, Grade B, from Punjab, farm-fresh, Quidem minus odio.",0,2
farmerrehaan37,Green Peas,68.52,"Organic Green Peas, Grade B, from Uttar Pradesh, hand-picked",1,2
farmerjkhalsa,Potatoes,20.93,"Organic Potatoes, Grade C, from Maharashtra, hand-picked, Voluptatem amet.",1,1
farmermchada,Cauliflower,42.48,"Organic Cauliflower, Grade C, from Tamil Nadu, premium quality",1,1
farmerhenry67,Okra,75.45,"Organic Okra, Grade A, from Tamil Nadu, hand-picked",1,3
farmerpvenkataraman,Spinach,45.03,"Conventional Spinach, Grade A, from Uttar Pradesh, freshly harvested, Blanditiis voluptatem autem nisi.",0,3
farmerekapadgrewal,Oranges,110.61,"Organic Oranges, Grade B, from Maharashtra, locally grown",1,2
farmerwlall,Bananas,41.15,"Organic Bananas, Grade C, from Maharashtra, freshly harvested, Iusto enim repellat.",1,1
farmeryochananarayan,Carrots,42.08,"Organic Carrots, Grade C, from Tamil Nadu, freshly harvested, Eum minus quae fuga.",1,1
farmeraarush85,Apples,174.27,"Organic Apples, Grade C, from Tamil Nadu, hand-picked",1,1
farmershivanshgade,Onions,53.44,"Organic Onions, Grade B, from Gujarat, locally grown",1,2
farmerbaladeepa,Potatoes,51.36,"Conventional Potatoes, Grade A, from Maharashtra, premium quality, Esse tempora quae eveniet dolorem.",0,3
farmerekanshsahota,Cabbage,78.9,"Organic Cabbage, Grade A, from Maharashtra, locally grown",1,3
farmerbhavsarviraj,Mangoes,187.24,"Conventional Mangoes, Grade B, from Uttar Pradesh, locally grown",0,2
farmerusarraf,Onions,22.93,"Conventional Onions, Grade B, from Tamil Nadu, premium quality",0,2
farmerkala36,Oranges,105.76,"Organic Oranges, Grade C, from Uttar Pradesh, locally grown",1,1
farmerubarad,Green Peas,62.53,"Conventional Green Peas, Grade C, from Gujarat, hand-picked",0,1
farmerisachdev,Oranges,84.27,"Conventional Oranges, Grade B, from Gujarat, farm-fresh",0,2
farmernairsarthak,Cabbage,33.44,"Conventional Cabbage, Grade B, from Gujarat, premium quality",0,2
farmerdpandya,Cabbage,48.42,"Conventional Cabbage, Grade A, from Punjab, premium quality",0,3
farmernidra95,Carrots,44.29,"Conventional Carrots, Grade C, from Gujarat, freshly harvested, Quasi necessitatibus illo culpa.",0,1
farmeronveer32,Mangoes,208.81,"Conventional Mangoes, Grade B, from Gujarat, hand-picked, Suscipit aspernatur id.",0,2
farmerrattaira,Rice,65.24,"Organic Rice, Grade C, from Uttar Pradesh, locally grown, Repellendus doloribus consectetur aspernatur.",1,1
farmerbahrieta,Rice,71.95,"Organic Rice, Grade C, from Gujarat, premium quality, Cupiditate unde voluptatibus incidunt.",1,1
farmervyasubika,Onions,27.76,"Conventional Onions, Grade B, from Tamil Nadu, locally grown, Omnis aliquam.",0,2
farmercharitahayre,Spinach,12.64,"Organic Spinach, Grade B, from Karnataka, freshly harvested",1,2
farmerwahab11,Rice,66.33,"Conventional Rice, Grade B, from Punjab, premium quality",0,2
farmernihalhayer,Oranges,115.49,"Organic Oranges, Grade B, from Tamil Nadu, freshly harvested",1,2
farmerqpandey,Apples,152.83,"Conventional Apples, Grade C, from Tamil Nadu, farm-fresh, Officia ullam nulla ea sed.",0,1
farmerlajita51,Spinach,16.25,"Conventional Spinach, Grade C, from Uttar Pradesh, hand-picked, Architecto facilis.",0,1
farmeromishasrinivas,Spinach,20.15,"Conventional Spinach, Grade C, from Punjab, hand-picked",0,1
farmeranushazachariah,Green Peas,45.41,"Conventional Green Peas, Grade B, from Karnataka, premium quality, Porro animi.",0,2
farmermaanasvora,Cauliflower,51.51,"Conventional Cauliflower, Grade B, from Uttar Pradesh, hand-picked",0,2
farmerbrarkeya,Cauliflower,62.16,"Conventional Cauliflower, Grade A, from Punjab, premium quality, Odit ducimus ratione.",0,3
farmerjyoti09,Carrots,47.09,"Conventional Carrots, Grade B, from Maharashtra, freshly harvested",0,2
farmerxraval,Cauliflower,54.9,"Organic Cauliflower, Grade C, from Karnataka, freshly harvested",1,1
farmersamar09,Okra,67.15,"Organic Okra, Grade C, from Maharashtra, premium quality",1,1
farmerqushisundaram,Bananas,89.62,"Organic Bananas, Grade A, from Maharashtra, locally grown, Officiis consectetur praesentium nesciunt nemo.",1,3
farmerjsheth,Apples,140.48,"Conventional Apples, Grade C, from Karnataka, locally grown",0,1
farmerraoeshana,Carrots,67.77,"Organic Carrots, Grade B, from Tamil Nadu, freshly harvested, Corrupti similique alias nostrum fugiat.",1,2
farmerbrindasheth,Wheat,39.66,"Conventional Wheat, Grade B, from Gujarat, premium quality",0,2
farmersomanrayaan,Carrots,29.31,"Conventional Carrots, Grade C, from Karnataka, locally grown",0,1
farmermaanavpillai,Onions,10.72,"Conventional Onions, Grade C, from Karnataka, farm-fresh",0,1
farmernarangayaan,Tomatoes,54.33,"Organic Tomatoes, Grade C, from Punjab, locally grown",1,1
farmersarinfrederick,Apples,142.01,"Conventional Apples, Grade C, from Punjab, freshly harvested",0,1
farmerjkuruvilla,Okra,63.39,"Organic Okra, Grade B, from Karnataka, farm-fresh",1,2
farmerwdutta,Cabbage,51.74,"Organic Cabbage, Grade A, from Tamil Nadu, farm-fresh",1,3
farmernthaker,Wheat,25.9,"Organic Wheat, Grade C, from Uttar Pradesh, hand-picked, Ut esse amet illo.",1,1
farmeroeshidhar,Carrots,73.11,"Organic Carrots, Grade A, from Punjab, locally grown",1,3
farmerwaliaudant,Oranges,78.58,"Conventional Oranges, Grade C, from Karnataka, freshly harvested",0,1
farmertejasrama,Wheat,36.23,"Conventional Wheat, Grade A, from Punjab, hand-picked, Beatae corrupti ipsum.",0,3
farmersuhani43,Apples,221.95,"Organic Apples, Grade A, from Punjab, farm-fresh, Accusantium perferendis.",1,3
farmerbrardominic,Mangoes,270.22,"Organic Mangoes, Grade A, from Maharashtra, premium quality",1,3
farmerbrijeshnarayan,Oranges,68.1,"Conventional Oranges, Grade B, from Gujarat, locally grown, Repellat molestias pariatur.",0,2
farmerdarabhavna,Tomatoes,28.96,"Organic Tomatoes, Grade C, from Gujarat, locally grown",1,1
farmerekapadtailor,Apples,180.07,"Organic Apples, Grade B, from Gujarat, farm-fresh, Minima officiis laboriosam sint optio.",1,2
farmerharinisanghvi,Tomatoes,39.39,"Organic Tomatoes, Grade C, from Uttar Pradesh, freshly harvested",1,1
farmeropal,Tomatoes,49.53,"Conventional Tomatoes, Grade A, from Punjab, locally grown",0,3
farmerqadimparmar,Rice,101.75,"Organic Rice, Grade A, from Punjab, farm-fresh, Voluptas dolorem iste occaecati.",1,3
farmerwrideshswamy,Bananas,68.48,"Organic Bananas, Grade B, from Uttar Pradesh, freshly harvested",1,2
farmertkalita,Mangoes,249.66,"Organic Mangoes, Grade B, from Tamil Nadu, farm-fresh",1,2
farmerucchalpandya,Cauliflower,16.07,"Conventional Cauliflower, Grade C, from Maharashtra, freshly harvested",0,1
farmerthamanadvay,Rice,66.96,"Organic Rice, Grade B, from Punjab, premium quality",1,2
farmervasanasura,Cabbage,53.38,"Conventional Cabbage, Grade A, from Punjab, hand-picked, Nihil maxime quam soluta nulla.",0,3
farmerliam47,Tomatoes,56.79,"Conventional Tomatoes, Grade A, from Karnataka, locally grown, Repellat pariatur.",0,3
farmerqmisra,Wheat,34.21,"Organic Wheat, Grade C, from Punjab, locally grown",1,1
farmermanbir65,Carrots,50.48,"Organic Carrots, Grade B, from Punjab, freshly harvested, Dicta dicta reprehenderit.",1,2
farmerlaban15,Spinach,10.0,"Conventional Spinach, Grade C, from Gujarat, premium quality",0,1
farmerchandran27,Onions,49.54,"Conventional Onions, Grade A, from Karnataka, farm-fresh, Sapiente tempore.",0,3
farmerrakshanarula,Cabbage,48.32,"Organic Cabbage, Grade B, from Gujarat, premium quality, Nihil voluptatem pariatur quas aut.",1,2
farmerndua,Tomatoes,30.12,"Organic Tomatoes, Grade C, from Uttar Pradesh, hand-picked",1,1
farmerpranitom,Carrots,40.68,"Conventional Carrots, Grade B, from Gujarat, locally grown",0,2
farmeryadavikalla,Rice,83.1,"Organic Rice, Grade B, from Gujarat, freshly harvested, Beatae similique architecto occaecati voluptatem.",1,2
farmerhiral79,Green Peas,53.16,"Organic Green Peas, Grade C, from Uttar Pradesh, hand-picked",1,1
farmerirapalan,Rice,106.26,"Organic Rice, Grade A, from Karnataka, hand-picked",1,3
farmerviswanathandeepa,Carrots,39.73,"Conventional Carrots, Grade C, from Gujarat, farm-fresh, Corporis error fugit.",0,1
farmertamannasem,Oranges,99.59,"Organic Oranges, Grade B, from Uttar Pradesh, freshly harvested, Earum dignissimos rem.",1,2
farmertyogi,Wheat,54.28,"Organic Wheat, Grade A, from Punjab, hand-picked, Molestias provident odio.",1,3
farmerdayitahora,Carrots,47.62,"Organic Carrots, Grade C, from Karnataka, freshly harvested",1,1
farmerwahab00,Bananas,59.31,"Organic Bananas, Grade B, from Uttar Pradesh, freshly harvested",1,2
farmerhemal44,Cabbage,54.26,"Conventional Cabbage, Grade A, from Gujarat, freshly harvested, Velit facere voluptatem.",0,3
farmerdamble,Spinach,11.42,"Organic Spinach, Grade C, from Gujarat, hand-picked, Exercitationem temporibus voluptatibus autem.",1,1
farmerhemanginipatla,Rice,76.08,"Organic Rice, Grade C, from Karnataka, farm-fresh",1,1
farmeromisha42,Potatoes,14.43,"Organic Potatoes, Grade C, from Maharashtra, locally grown, Iusto sapiente quae distinctio dicta.",1,1
farmermallkala,Okra,66.98,"Organic Okra, Grade B, from Gujarat, premium quality",1,2
farmertanish32,Green Peas,91.99,"Organic Green Peas, Grade B, from Uttar Pradesh, freshly harvested, Aperiam dolore fuga.",1,2
farmerrattiyashasvi,Wheat,20.76,"Conventional Wheat, Grade C, from Maharashtra, locally grown",0,1
farmerxguha,Bananas,89.57,"Organic Bananas, Grade A, from Gujarat, freshly harvested, Facilis unde.",1,3
farmertejaspau,Okra,25.41,"Conventional Okra, Grade C, from Maharashtra, farm-fresh, Exercitationem nam.",0,1
farmerdeepa08,Spinach,43.17,"Conventional Spinach, Grade A, from Punjab, hand-picked",0,3
farmeramaira02,Tomatoes,66.29,"Organic Tomatoes, Grade A, from Maharashtra, freshly harvested, Odit alias deserunt quis.",1,3
farmeruahuja,Cabbage,27.3,"Organic Cabbage, Grade C, from Uttar Pradesh, hand-picked",1,1
farmerqdeep,Carrots,54.53,"Organic Carrots, Grade B, from Punjab, freshly harvested",1,2
farmersibalbanjeet,Tomatoes,58.56,"Conventional Tomatoes, Grade A, from Karnataka, locally grown, Repudiandae labore.",0,3
farmertchaudhry,Green Peas,88.62,"Organic Green Peas, Grade B, from Uttar Pradesh, premium quality",1,2
farmeryashkarpe,Onions,41.02,"Conventional Onions, Grade A, from Punjab, freshly harvested",0,3
farmerbhatiaveer,Tomatoes,61.14,"Organic Tomatoes, Grade B, from Karnataka, farm-fresh, Dolorum laboriosam dolor temporibus.",1,2
farmernathoeshi,Potatoes,10.0,"Conventional Potatoes, Grade C, from Uttar Pradesh, hand-picked",0,1
farmerjagvi85,Okra,38.43,"Conventional Okra, Grade B, from Tamil Nadu, premium quality",0,2
farmerbaljiwansethi,Wheat,51.83,"Organic Wheat, Grade A, from Maharashtra, hand-picked",1,3
farmerwarda10,Carrots,84.12,"Conventional Carrots, Grade A, from Tamil Nadu, freshly harvested",0,3
farmerkotagagan,Carrots,45.24,"Conventional Carrots, Grade C, from Gujarat, premium quality",0,1
farmeranjali90,Carrots,55.7,"Conventional Carrots, Grade A, from Tamil Nadu, premium quality",0,3
farmerbhallaaadi,Apples,195.57,"Organic Apples, Grade B, from Punjab, locally grown",1,2
farmerpaurora,Wheat,17.74,"Conventional Wheat, Grade C, from Tamil Nadu, farm-fresh",0,1
farmerspatil,Bananas,71.73,"Conventional Bananas, Grade A, from Uttar Pradesh, premium quality",0,3
farmerlajitanair,Mangoes,273.63,"Organic Mangoes, Grade A, from Gujarat, premium quality, Ullam dolores reprehenderit sit corrupti.",1,3
farmerbishakhananda,Green Peas,46.31,"Conventional Green Peas, Grade C, from Karnataka, freshly harvested",0,1
farmerdamini83,Apples,182.32,"Organic Apples, Grade B, from Maharashtra, premium quality, Voluptas reprehenderit quod.",1,2
farmermyadav,Onions,32.98,"Conventional Onions, Grade C, from Uttar Pradesh, hand-picked, Doloribus corporis enim autem.",0,1
farmersettysamesh,Cauliflower,30.18,"Conventional Cauliflower, Grade C, from Gujarat, farm-fresh, Quia facere.",0,1
farmernandinigill,Onions,16.61,"Organic Onions, Grade C, from Maharashtra, premium quality, Quis numquam nisi voluptatibus facilis.",1,1
farmerishanvilalla,Rice,61.22,"Conventional Rice, Grade B, from Maharashtra, freshly harvested",0,2
farmershankeraarush,Bananas,50.42,"Organic Bananas, Grade C, from Punjab, locally grown",1,1
farmersiya80,Cauliflower,42.64,"Organic Cauliflower, Grade B, from Punjab, freshly harvested",1,2
farmerguptawahab,Potatoes,57.02,"Conventional Potatoes, Grade A, from Gujarat, hand-picked, Quos similique consequuntur.",0,3
farmervivaansekhon,Onions,47.39,"Organic Onions, Grade B, from Maharashtra, hand-picked, Odio animi.",1,2
farmerwallajack,Cauliflower,76.23,"Organic Cauliflower, Grade A, from Gujarat, farm-fresh",1,3
farmerfalaksood,Carrots,46.32,"Conventional Carrots, Grade C, from Punjab, premium quality",0,1
farmerqsawhney,Mangoes,199.71,"Conventional Mangoes, Grade C, from Tamil Nadu, farm-fresh",0,1
farmerjonathan60,Onions,28.83,"Organic Onions, Grade B, from Punjab, freshly harvested, Omnis repellendus.",1,2
farmerpnayak,Onions,18.89,"Conventional Onions, Grade C, from Gujarat, farm-fresh, Fugit odio.",0,1
farmerdaksheshsant,Cabbage,37.08,"Organic Cabbage, Grade B, from Uttar Pradesh, locally grown",1,2
farmerdaminipai,Bananas,27.04,"Conventional Bananas, Grade C, from Karnataka, premium quality",0,1
farmerdatelogan,Oranges,117.49,"Organic Oranges, Grade A, from Maharashtra, premium quality, Voluptates in ex.",1,3
farmerupma85,Wheat,25.77,"Organic Wheat, Grade C, from Tamil Nadu, locally grown, Asperiores saepe.",1,1
farmerkalanathan,Rice,54.39,"Conventional Rice, Grade C, from Uttar Pradesh, freshly harvested",0,1
farmersamaisaac,Rice,67.84,"Organic Rice, Grade C, from Uttar Pradesh, premium quality, Iste ullam.",1,1
farmermuniqasim,Cabbage,30.22,"Conventional Cabbage, Grade B, from Karnataka, locally grown",0,2
farmerrayaan93,Spinach,34.2,"Organic Spinach, Grade B, from Karnataka, premium quality",1,2
farmervermachaitaly,Onions,42.89,"Organic Onions, Grade C, from Gujarat, premium quality",1,1
farmerraytriya,Tomatoes,60.13,"Organic Tomatoes, Grade A, from Uttar Pradesh, locally grown",1,3
farmeryprakash,Mangoes,254.26,"Organic Mangoes, Grade B, from Punjab, hand-picked",1,2
farmerhritik78,Green Peas,72.51,"Conventional Green Peas, Grade A, from Gujarat, hand-picked",0,3
farmerperizashil,Rice,84.14,"Conventional Rice, Grade A, from Tamil Nadu, locally grown, Aliquam neque rerum.",0,3
farmernicholas14,Apples,148.29,"Conventional Apples, Grade B, from Gujarat, premium quality",0,2
farmerwardaviswanathan,Rice,51.91,"Conventional Rice, Grade C, from Punjab, freshly harvested, A nobis eum.",0,1
farmeranay28,Okra,30.35,"Conventional Okra, Grade C, from Karnataka, hand-picked",0,1
farmerlakshitdhawan,Oranges,131.26,"Organic Oranges, Grade A, from Karnataka, locally grown, Optio error adipisci neque.",1,3
farmerqgrewal,Potatoes,24.12,"Conventional Potatoes, Grade B, from Karnataka, hand-picked, Nostrum totam magni.",0,2
farmeryashoda83,Spinach,48.73,"Conventional Spinach, Grade A, from Tamil Nadu, freshly harvested",0,3
farmerzchar,Bananas,77.43,"Conventional Bananas, Grade A, from Karnataka, farm-fresh",0,3
farmerluthralekha,Spinach,26.53,"Conventional Spinach, Grade B, from Karnataka, locally grown",0,2
farmerupkaar28,Onions,37.41,"Conventional Onions, Grade A, from Maharashtra, locally grown, Officia deserunt aliquid.",0,3
farmerraghavyogi,Rice,80.56,"Organic Rice, Grade C, from Maharashtra, locally grown, Quis debitis ipsa.",1,1
farmerjbath,Mangoes,249.28,"Organic Mangoes, Grade C, from Punjab, premium quality",1,1
farmerbaraddev,Potatoes,16.98,"Conventional Potatoes, Grade C, from Maharashtra, freshly harvested, Nihil labore harum nam quo.",0,1
farmerjoshivrishti,Carrots,64.89,"Conventional Carrots, Grade B, from Maharashtra, hand-picked",0,2
farmerkbahl,Green Peas,64.28,"Organic Green Peas, Grade C, from Maharashtra, locally grown",1,1
farmerluke24,Green Peas,63.87,"Conventional Green Peas, Grade C, from Uttar Pradesh, locally grown, Et tempora incidunt quod.",0,1
farmereesha15,Mangoes,246.94,"Organic Mangoes, Grade C, from Gujarat, locally grown, Tenetur vitae cum impedit rem.",1,1
farmerobalakrishnan,Mangoes,191.67,"Conventional Mangoes, Grade C, from Tamil Nadu, freshly harvested",0,1
farmerradhika05,Mangoes,202.34,"Conventional Mangoes, Grade B, from Karnataka, freshly harvested",0,2
farmerrushilmitter,Rice,35.72,"Conventional Rice, Grade C, from Punjab, freshly harvested",0,1
farmernoah94,Rice,45.79,"Conventional Rice, Grade B, from Karnataka, hand-picked",0,2
farmercharitavarkey,Rice,39.52,"Conventional Rice, Grade C, from Karnataka, farm-fresh",0,1
farmerzayanmohanty,Apples,172.2,"Organic Apples, Grade C, from Tamil Nadu, premium quality, Tempora beatae.",1,1
farmertnarula,Oranges,72.86,"Conventional Oranges, Grade C, from Punjab, hand-picked",0,1
farmercnagarajan,Green Peas,67.42,"Organic Green Peas, Grade B, from Tamil Nadu, premium quality",1,2
farmerbiswasdavid,Carrots,72.03,"Organic Carrots, Grade B, from Gujarat, locally grown, Soluta provident voluptas explicabo velit.",1,2
farmernbala,Wheat,42.94,"Organic Wheat, Grade B, from Tamil Nadu, freshly harvested, Minima maxime atque adipisci.",1,2
farmerjyoti20,Tomatoes,29.15,"Organic Tomatoes, Grade C, from Uttar Pradesh, hand-picked",1,1
farmerrajata23,Mangoes,256.32,"Organic Mangoes, Grade B, from Gujarat, premium quality, Minus consectetur molestias qui.",1,2
farmerdaksha67,Okra,75.64,"Organic Okra, Grade B, from Tamil Nadu, freshly harvested, Tenetur veritatis at ipsum voluptatibus.",1,2
farmerkadakiakashish,Cabbage,78.33,"Organic Cabbage, Grade A, from Karnataka, hand-picked, Dolorem amet nam.",1,3
farmergirishratta,Bananas,84.79,"Organic Bananas, Grade A, from Uttar Pradesh, freshly harvested, Quisquam explicabo consequuntur odit recusandae.",1,3
farmerkseth,Mangoes,218.84,"Conventional Mangoes, Grade A, from Uttar Pradesh, farm-fresh",0,3
farmerdarpan47,Apples,199.33,"Organic Apples, Grade C, from Maharashtra, locally grown",1,1
farmerwilliamsama,Rice,63.57,"Organic Rice, Grade B, from Punjab, freshly harvested",1,2
farmerandrewratti,Carrots,40.63,"Organic Carrots, Grade C, from Gujarat, farm-fresh, At beatae minus.",1,1
farmeradyamodi,Carrots,87.13,"Organic Carrots, Grade A, from Maharashtra, locally grown",1,3
farmerhemangprasad,Cabbage,26.62,"Conventional Cabbage, Grade C, from Gujarat, freshly harvested, Exercitationem minus iusto asperiores.",0,1
farmersahajairaj,Oranges,84.86,"Organic Oranges, Grade C, from Karnataka, farm-fresh, Nihil qui laudantium quam.",1,1
farmerhiteshkala,Cabbage,39.55,"Organic Cabbage, Grade C, from Gujarat, hand-picked",1,1
farmerdkala,Spinach,55.76,"Organic Spinach, Grade A, from Gujarat, freshly harvested, Distinctio ducimus ab quo assumenda.",1,3
farmernnori,Wheat,40.63,"Conventional Wheat, Grade B, from Tamil Nadu, premium quality",0,2
farmeramairanaidu,Onions,28.59,"Organic Onions, Grade C, from Maharashtra, hand-picked, Similique pariatur reprehenderit molestias.",1,1
farmerbaghyawatikapadia,Spinach,48.04,"Organic Spinach, Grade A, from Gujarat, farm-fresh, Minima cumque eos nisi minus.",1,3
farmerwarjashora,Carrots,43.22,"Conventional Carrots, Grade B, from Uttar Pradesh, hand-picked",0,2
farmersaranmekhala,Green Peas,62.35,"Organic Green Peas, Grade C, from Gujarat, premium quality",1,1
farmergautam35,Onions,69.87,"Organic Onions, Grade A, from Gujarat, farm-fresh, Ex beatae.",1,3
farmertarakrege,Tomatoes,30.2,"Conventional Tomatoes, Grade B, from Uttar Pradesh, hand-picked, Nobis consequatur nulla ipsa.",0,2
farmerswamysathvik,Bananas,72.12,"Organic Bananas, Grade A, from Uttar Pradesh, premium quality",1,3
farmerzayansaxena,Oranges,75.94,"Conventional Oranges, Grade C, from Gujarat, farm-fresh",0,1
farmerzrao,Tomatoes,46.76,"Conventional Tomatoes, Grade A, from Uttar Pradesh, farm-fresh, Assumenda nam neque laudantium dicta.",0,3
farmerlkhatri,Cauliflower,34.41,"Organic Cauliflower, Grade C, from Tamil Nadu, farm-fresh, Minima ipsa distinctio.",1,1
farmeronagar,Tomatoes,72.59,"Conventional Tomatoes, Grade A, from Gujarat, freshly harvested",0,3
farmersarrafjagrati,Wheat,20.49,"Organic Wheat, Grade C, from Uttar Pradesh, hand-picked",1,1
farmerparth65,Mangoes,268.81,"Organic Mangoes, Grade A, from Maharashtra, locally grown",1,3
farmerjaitank,Tomatoes,42.29,"Organic Tomatoes, Grade B, from Tamil Nadu, locally grown",1,2
farmerchoudharyjoshua,Carrots,66.32,"Conventional Carrots, Grade A, from Punjab, farm-fresh, Laborum eius ipsam atque.",0,3
farmeraaravchaudhari,Cabbage,37.76,"Conventional Cabbage, Grade C, from Karnataka, farm-fresh",0,1
farmermanneikbal,Carrots,74.74,"Conventional Carrots, Grade A, from Maharashtra, freshly harvested, Beatae aspernatur voluptates ut.",0,3
farmerfbala,Cauliflower,42.31,"Conventional Cauliflower, Grade B, from Maharashtra, premium quality",0,2
farmerindirachoudhry,Spinach,10.0,"Organic Spinach, Grade C, from Uttar Pradesh, farm-fresh, Necessitatibus quos ea ipsa quasi.",1,1
farmerdhruv27,Mangoes,245.25,"Organic Mangoes, Grade C, from Karnataka, premium quality",1,1
farmerhitesh59,Wheat,57.09,"Organic Wheat, Grade A, from Maharashtra, freshly harvested",1,3
farmerbhattdamyanti,Onions,24.03,"Conventional Onions, Grade C, from Tamil Nadu, premium quality",0,1
farmerchaudharyupkaar,Green Peas,91.56,"Organic Green Peas, Grade A, from Maharashtra, freshly harvested",1,3
farmersaumyaseth,Spinach,43.57,"Organic Spinach, Grade A, from Punjab, freshly harvested, Dolorem officiis aut.",1,3
farmeranjaliparikh,Onions,29.46,"Organic Onions, Grade B, from Karnataka, premium quality",1,2
farmerkrishnamurthyjagdish,Potatoes,12.79,"Conventional Potatoes, Grade B, from Tamil Nadu, locally grown, Repellat doloremque earum cum voluptatibus.",0,2
farmerkrishnasane,Wheat,44.02,"Organic Wheat, Grade A, from Uttar Pradesh, hand-picked, Culpa distinctio iste officiis.",1,3
farmerbalidika,Cauliflower,50.69,"Conventional Cauliflower, Grade A, from Maharashtra, farm-fresh",0,3
farmeryachanatailor,Potatoes,45.27,"Conventional Potatoes, Grade A, from Gujarat, farm-fresh, Architecto adipisci molestias dolore.",0,3
farmerbshanker,Potatoes,24.18,"Conventional Potatoes, Grade C, from Tamil Nadu, hand-picked",0,1
farmerqnath,Wheat,45.78,"Organic Wheat, Grade B, from Tamil Nadu, locally grown",1,2
farmeryashodhara01,Carrots,39.1,"Conventional Carrots, Grade B, from Maharashtra, farm-fresh, Rerum molestias impedit nulla.",0,2
farmerchaturakant,Oranges,85.24,"Conventional Oranges, Grade A, from Karnataka, farm-fresh",0,3
farmerenayar,Rice,74.64,"Conventional Rice, Grade A, from Tamil Nadu, premium quality",0,3
farmerdhruvreddy,Cauliflower,48.89,"Conventional Cauliflower, Grade A, from Punjab, farm-fresh",0,3
farmeraarush91,Rice,92.58,"Organic Rice, Grade B, from Gujarat, hand-picked, Minima perspiciatis exercitationem tempore exercitationem.",1,2
farmeraditya16,Cauliflower,35.4,"Conventional Cauliflower, Grade B, from Tamil Nadu, premium quality",0,2
farmerkadedarsh,Cabbage,28.88,"Conventional Cabbage, Grade C, from Uttar Pradesh, hand-picked",0,1
farmerbhatiamanthan,Cauliflower,35.0,"Conventional Cauliflower, Grade B, from Punjab, hand-picked",0,2
farmerekanshpal,Tomatoes,40.9,"Organic Tomatoes, Grade C, from Punjab, locally grown",1,1
farmerdeepa13,Green Peas,92.29,"Organic Green Peas, Grade B, from Karnataka, premium quality",1,2
farmerneelima67,Oranges,81.52,"Organic Oranges, Grade C, from Maharashtra, farm-fresh, Et sapiente suscipit molestias.",1,1
farmerupasna10,Okra,45.28,"Organic Okra, Grade C, from Punjab, farm-fresh, Maxime quaerat dolorem numquam ullam.",1,1
farmermatthewwalia,Apples,183.57,"Conventional Apples, Grade A, from Maharashtra, farm-fresh, Veritatis numquam blanditiis amet.",0,3
farmerdevanshgulati,Mangoes,250.64,"Organic Mangoes, Grade C, from Maharashtra, freshly harvested, Sapiente id suscipit aliquam delectus.",1,1
farmerbatradavid,Cabbage,45.93,"Organic Cabbage, Grade B, from Punjab, locally grown",1,2
farmervedant43,Tomatoes,15.05,"Conventional Tomatoes, Grade C, from Karnataka, hand-picked",0,1
farmernadigbarkha,Onions,53.11,"Conventional Onions, Grade A, from Maharashtra, locally grown, Esse placeat excepturi.",0,3
farmeralexander74,Wheat,47.63,"Organic Wheat, Grade B, from Punjab, premium quality",1,2
farmeryochanabhatia,Spinach,14.41,"Conventional Spinach, Grade B, from Maharashtra, farm-fresh",0,2
farmerzkrishna,Cauliflower,63.7,"Organic Cauliflower, Grade B, from Maharashtra, farm-fresh",1,2
farmerupadhritibhatt,Spinach,39.77,"Organic Spinach, Grade A, from Karnataka, locally grown, At ducimus repudiandae.",1,3
farmerchopraquincy,Carrots,83.4,"Organic Carrots, Grade A, from Maharashtra, locally grown, Laborum sequi eligendi eaque rem.",1,3
farmerjbansal,Oranges,114.88,"Conventional Oranges, Grade A, from Karnataka, freshly harvested",0,3
farmermaanavchahal,Cabbage,63.58,"Organic Cabbage, Grade A, from Uttar Pradesh, farm-fresh, Deleniti minima nulla quibusdam eos.",1,3
farmersamarthsundaram,Oranges,133.26,"Organic Oranges, Grade A, from Uttar Pradesh, freshly harvested, Repellat ab pariatur.",1,3
farmerchhabrajanuja,Oranges,103.41,"Conventional Oranges, Grade A, from Maharashtra, freshly harvested",0,3
farmeroseshadri,Rice,86.99,"Organic Rice, Grade A, from Maharashtra, premium quality, Sequi veniam laudantium.",1,3
farmervaladivya,Tomatoes,36.18,"Conventional Tomatoes, Grade B, from Gujarat, hand-picked, Dolore provident praesentium autem.",0,2
farmernvenkataraman,Onions,51.09,"Organic Onions, Grade B, from Uttar Pradesh, locally grown",1,2
farmerissacdayita,Spinach,10.56,"Organic Spinach, Grade C, from Uttar Pradesh, locally grown",1,1
farmerharrison01,Cauliflower,65.19,"Organic Cauliflower, Grade A, from Tamil Nadu, freshly harvested, Voluptatum expedita itaque expedita voluptatum.",1,3
farmerdoraraagini,Spinach,38.72,"Organic Spinach, Grade A, from Punjab, premium quality",1,3
farmergopal58,Potatoes,20.92,"Organic Potatoes, Grade C, from Uttar Pradesh, premium quality, Laboriosam nemo repudiandae illum architecto.",1,1
farmerssharaf,Wheat,45.71,"Organic Wheat, Grade A, from Maharashtra, locally grown",1,3
farmernmurthy,Apples,146.55,"Conventional Apples, Grade B, from Gujarat, locally grown",0,2
farmertanaysawhney,Tomatoes,31.05,"Conventional Tomatoes, Grade B, from Gujarat, freshly harvested",0,2
